customer_id,customer_number,first_name,last_name,full_name,gender,date_of_birth,email,phone_number,street_address,city,state_province,postal_code,country_code,country_name,region,preferred_language,customer_segment,loyalty_tier,registration_date,is_active,source_system,record_source,created_at,updated_at
bcedad06-b34f-41e1-a7ec-b631d92a80c5,CUST00000011,Carolyn,Harris,Carolyn Harris,Female,1978-08-21,carolyn.harris409@outlook.com,(640)288-0922x60355,2733 James Squares,Rayfort,New Jersey,05902,US,United States,AMER,English,Consumer,Gold,2022-07-01,True,MDM,POS,2022-07-01,2026-02-14 18:01:17.762581
66c6065e-7184-48af-aad3-ae0d871637f0,CUST00000012,John,Monroe,John Monroe,Male,1964-11-25,john.monroe@gmail.com,001-445-641-0735x862,343 Gomez Lock Suite 766,South Matthew,Nebraska,82720,US,United States,AMER,English,Consumer,Silver,2024-01-26,True,MDM,POS,2024-01-26,2026-02-14 18:01:17.763367
736248e8-952d-427a-b759-266868cc0aed,CUST00000013,Claire,Jones,Claire Jones,Female,1954-04-23,claire.jones@yahoo.com,01632 960 064,"Studio 14p
Wade forges",Shanemouth,Lake Lukeland,LS42 0SW,UK,United Kingdom,EMEA,English,Education,None,2016-11-11,True,MDM,POS,2016-11-11,2026-02-14 18:01:17.764606
bcddf0ef-a5af-43d0-a834-21095b28ee36,CUST00000014,香織,鈴木,香織 鈴木,Female,1959-12-15,香織.鈴木@outlook.com,95-1000-5613,558 池田 Street,我孫子市,大島町,688-9846,JP,Japan,JAPAN,Japanese,Consumer,Silver,2015-04-21,True,MDM,POS,2015-04-21,2026-02-14 18:01:17.765254
81ec5849-0c18-4943-8de4-fa33ecfce14f,CUST00000015,Laura,Richards,Laura Richards,Female,1961-12-01,laura.richards242@icloud.com,001-318-343-7638x265,7015 Wells Stravenue Apt. 741,Stanleystad,Connecticut,27235,US,United States,AMER,English,Education,Platinum,2018-03-03,True,MDM,POS,2018-03-03,2026-02-14 18:01:17.766058
9b067d32-3252-427e-ba57-6bf17b5b9ce3,CUST00000016,凤兰,杨,凤兰 杨,Male,1995-12-21,凤兰.杨680@gmail.com,15582362580,赖路W座,香港市,兴安盟市,497380,CN,China,APAC,Chinese,Business,Gold,2017-09-24,True,MDM,POS,2017-09-24,2026-02-14 18:01:17.791629
cf695dfc-6e03-4f59-a780-5a3b5c33cf78,CUST00000017,Stephen,Steele,Stephen Steele,Male,1991-02-08,stephen.steele@outlook.com,(475)536-8234x60805,65465 Barrett Viaduct Apt. 978,Justinview,Rhode Island,48578,US,United States,AMER,English,Consumer,None,2018-04-18,True,MDM,POS,2018-04-18,2026-02-14 18:01:17.792549
e9afa725-8213-4d61-bccf-b8932068ac34,CUST00000018,Joseph,Harris,Joseph Harris,Male,1995-05-18,joseph.harris@outlook.com,001-690-585-8512,6775 Butler Shoals Suite 495,Moorechester,Montana,05157,US,United States,AMER,English,Education,Silver,2024-09-02,True,MDM,POS,2024-09-02,2026-02-14 18:01:17.793447
ee93cba8-5ced-480a-9ac4-8c9e108b1c29,CUST00000019,利,文,利 文,Male,2005-11-23,利.文@yahoo.com,18693297865,张家港路w座,石家庄市,帆县,220443,CN,China,APAC,Chinese,Business,None,2024-07-05,True,MDM,POS,2024-07-05,2026-02-14 18:01:17.794266
37cb2830-16e3-4754-8b23-4d896ff2ce4f,CUST00000020,Dustin,Perez,Dustin Perez,Female,2006-10-12,dustin.perez@outlook.com,851-642-2527,440 William Cliffs,East Donald,New Mexico,17481,US,United States,AMER,English,Consumer,None,2023-12-11,True,MDM,POS,2023-12-11,2026-02-14 18:01:17.795250
ccfee70e-4553-4dba-9ab1-cdcd3d9a4acb,CUST00000021,Cristian,Jackson,Cristian Jackson,Male,2000-02-07,cristian.jackson@aol.com,256-752-7319x2594,962 Finley Cove Apt. 950,Keithmouth,Washington,29447,US,United States,AMER,English,Consumer,Silver,2022-09-16,True,MDM,POS,2022-09-16,2026-02-14 18:01:17.796058
2778d4a3-96e5-4959-b7d3-eaf1c36af970,CUST00000022,Rhonda,Cole,Rhonda Cole,Female,2005-08-04,rhonda.cole@outlook.com,5013123211,6134 Beth Crest Apt. 308,West Ryan,Oregon,62733,US,United States,AMER,English,Consumer,Gold,2023-03-13,True,MDM,POS,2023-03-13,2026-02-14 18:01:17.796846
25ac2418-906e-464f-984a-a71a1fd7d4fd,CUST00000023,Oliver,Dixon,Oliver Dixon,Female,1968-04-25,oliver.dixon@outlook.com,+441174960502,"Studio 9
Spencer walk",West Emma,Simonfort,W6 5SJ,UK,United Kingdom,EMEA,English,Consumer,None,2016-01-31,True,MDM,POS,2016-01-31,2026-02-14 18:01:17.797518
01db450f-4f3d-4b45-94d6-225f642d1507,CUST00000024,Farhan,Chadha,Farhan Chadha,Male,1980-08-05,farhan.chadha@gmail.com,08782730044,"06/749
Kannan Ganj",Lucknow,Arunachal Pradesh,467648,IN,India,APAC,Hindi,Consumer,None,2018-07-29,True,MDM,POS,2018-07-29,2026-02-14 18:01:17.798139
1ef2539b-6ddc-46d1-8128-ed5b90b1ab55,CUST00000025,建平,刘,建平 刘,Female,1994-02-20,建平.刘@yahoo.com,13527417209,兰路C座,云县,长沙市,986980,CN,China,APAC,Chinese,Business,Gold,2017-02-04,True,MDM,POS,2017-02-04,2026-02-14 18:01:17.798827
2f38cdce-798b-4831-a739-83f7b447ae63,CUST00000026,千代,福田,千代 福田,Female,1959-12-05,千代.福田@icloud.com,070-2193-1821,827 木村 Street,横浜市港北区,三宅島三宅村,030-5156,JP,Japan,JAPAN,Japanese,Consumer,Silver,2017-12-08,True,MDM,POS,2017-12-08,2026-02-14 18:01:17.799471
07869619-1097-444d-9154-dcf04359c867,CUST00000027,Gabriela,Kelly,Gabriela Kelly,Female,1984-04-30,gabriela.kelly289@outlook.com,732.923.5665,50397 Baker Knolls,Dawnland,Tennessee,71025,US,United States,AMER,English,Business,Silver,2023-11-23,True,MDM,POS,2023-11-23,2026-02-14 18:01:17.800263
9ad18bbd-9b5c-47a5-b533-a963ac66ed1b,CUST00000028,明美,斎藤,明美 斎藤,Male,1956-05-15,明美.斎藤@yahoo.com,070-4443-9866,518 山田 Street,小平市,いすみ市,778-3701,JP,Japan,JAPAN,Japanese,Consumer,Silver,2019-07-13,True,MDM,POS,2019-07-13,2026-02-14 18:01:17.800887
9346f4d1-08d4-46e6-8cee-952968624a34,CUST00000029,建华,萧,建华 萧,Female,1967-09-02,建华.萧19@aol.com,14765047534,姚路C座,荆门市,桂英市,567308,CN,China,APAC,Chinese,Business,Silver,2023-06-16,True,MDM,POS,2023-06-16,2026-02-14 18:01:17.801563
339b4701-0e0b-4971-ac86-5ed4af5616f1,CUST00000030,玉梅,马,玉梅 马,Female,1983-06-11,玉梅.马482@outlook.com,14571093238,广州街f座,瑞县,坤县,769603,CN,China,APAC,Chinese,Consumer,Silver,2018-09-23,True,MDM,POS,2018-09-23,2026-02-14 18:01:17.802207
684d59a3-769f-4ebd-a18b-5d2a45ee4cdd,CUST00000031,Jacob,Cruz,Jacob Cruz,Male,1964-01-24,jacob.cruz@outlook.com,864-373-5457x78265,456 Smith Plain,Kelleyview,California,90530,US,United States,AMER,English,Consumer,Platinum,2019-11-25,True,MDM,POS,2019-11-25,2026-02-14 18:01:17.803007
6f3e402c-709e-474b-bdcb-3093a6225a04,CUST00000032,Carly,Smith,Carly Smith,Female,1956-04-11,carly.smith@yahoo.com,631.830.1093x044,7187 Decker Shoals Suite 473,Garciaton,Utah,59954,US,United States,AMER,English,Consumer,Platinum,2015-07-02,True,MDM,POS,2015-07-02,2026-02-14 18:01:17.804082
0dea54a2-4aa2-4b85-ae59-079018327a24,CUST00000033,Felicia,Thomas,Felicia Thomas,Male,1956-07-02,felicia.thomas@outlook.com,695.553.8472x34238,4510 Gonzalez Pines Suite 886,South Carla,South Dakota,75007,US,United States,AMER,English,Consumer,None,2023-12-08,True,MDM,POS,2023-12-08,2026-02-14 18:01:17.805021
01c93a55-b3ba-4e24-b16e-0288c3a3486e,CUST00000034,Roger,Williamson,Roger Williamson,Female,1977-07-12,roger.williamson@aol.com,(0191)4960917,894 Karl forges,Newtonton,West Ashleyview,WC9 8ZS,UK,United Kingdom,EMEA,English,Consumer,Silver,2017-05-06,True,MDM,POS,2017-05-06,2026-02-14 18:01:17.805749
7beb679d-0a0d-4d7d-ae8b-31763c3c78b6,CUST00000035,凤英,胡,凤英 胡,Male,1991-03-29,凤英.胡725@icloud.com,18201727772,赵街H座,杭州市,嘉禾市,104263,CN,China,APAC,Chinese,Business,None,2019-09-06,True,MDM,POS,2019-09-06,2026-02-14 18:01:17.806449
092c37f6-9480-48af-81fd-2718c04f691a,CUST00000036,Michael,Green,Michael Green,Female,1952-04-22,michael.green@gmail.com,+1-515-889-6413x38785,69371 Elaine Circles Apt. 665,Port Benjamin,Oklahoma,84682,US,United States,AMER,English,Consumer,Silver,2015-12-25,True,MDM,POS,2015-12-25,2026-02-14 18:01:17.807210
b06036d8-c59d-4139-a825-bd34e2e26a77,CUST00000037,Maria,Morgan,Maria Morgan,Female,1979-01-17,maria.morgan@yahoo.com,6013428560,450 Michael Valley Apt. 215,Johnstad,Alaska,76448,US,United States,AMER,English,Consumer,Platinum,2019-11-28,True,MDM,POS,2019-11-28,2026-02-14 18:01:17.808467
9e85d86f-cac5-42c0-b069-60217bcd1d3b,CUST00000038,Justin,Campbell,Justin Campbell,Male,1997-10-08,justin.campbell@outlook.com,001-329-386-2122x4049,4832 Steven Neck Suite 813,Keithport,Virginia,38440,US,United States,AMER,English,Business,None,2024-08-07,True,MDM,POS,2024-08-07,2026-02-14 18:01:17.809211
b04da43f-23e4-4e5f-96f4-8318af2cb4ab,CUST00000039,Matthew,Reed,Matthew Reed,Male,1969-06-06,matthew.reed191@outlook.com,(722)429-1833,166 Cordova Walk,Robinsonhaven,Connecticut,78652,US,United States,AMER,English,Consumer,None,2016-04-17,True,MDM,POS,2016-04-17,2026-02-14 18:01:17.810001
fcaeff24-2761-4415-9e3d-ddebed1446b0,CUST00000040,丽华,袁,丽华 袁,Female,1961-02-19,丽华.袁@icloud.com,13429652669,黎街K座,建华市,惠州县,951920,CN,China,APAC,Chinese,Consumer,Platinum,2016-08-23,True,MDM,POS,2016-08-23,2026-02-14 18:01:17.810652
1ee5aaf4-e3ab-40d9-a0eb-5d82ad51aae2,CUST00000041,充,太田,充 太田,Female,1966-10-07,充.太田@yahoo.com,070-7186-5426,344 中村 Street,大田区,川崎市川崎区,245-8418,JP,Japan,JAPAN,Japanese,Consumer,None,2016-07-25,True,MDM,POS,2016-07-25,2026-02-14 18:01:17.811313
fb6a2770-2c52-434d-9a4a-5b0429677cc9,CUST00000042,建平,董,建平 董,Female,1970-11-19,建平.董@yahoo.com,18898319205,刘街k座,红霞市,志强市,932407,CN,China,APAC,Chinese,Consumer,Platinum,2018-01-05,True,MDM,POS,2018-01-05,2026-02-14 18:01:17.811954
668746ca-f0fb-4d54-b478-2a2d5c2d3fa9,CUST00000043,George,Brewer,George Brewer,Male,1991-11-21,george.brewer@gmail.com,(311)423-2809,541 Kyle Shoal Apt. 812,New Nicholasport,Georgia,18303,US,United States,AMER,English,Consumer,Platinum,2022-09-25,True,MDM,POS,2022-09-25,2026-02-14 18:01:17.812713
043cd5ae-5663-49a0-948c-dba24ab82548,CUST00000044,Jennifer,Singh,Jennifer Singh,Male,1954-02-27,jennifer.singh@outlook.com,(605)460-0373x42532,313 Mary Field Apt. 847,Davidfort,New York,05510,US,United States,AMER,English,Consumer,Gold,2017-03-21,True,MDM,POS,2017-03-21,2026-02-14 18:01:17.813472
3f44ba8c-81d4-4834-b16c-897ba70b7eda,CUST00000045,Joseph,Watson,Joseph Watson,Female,1993-03-05,joseph.watson@gmail.com,+1-248-273-1808x816,11309 Ian Pass Suite 733,East Austinton,Louisiana,25261,US,United States,AMER,English,Business,Silver,2019-04-16,True,MDM,POS,2019-04-16,2026-02-14 18:01:17.814550
4dcb85ee-5828-46ef-a5b0-23271a2c9c88,CUST00000046,Chelsea,Perry,Chelsea Perry,Male,1968-08-29,chelsea.perry@gmail.com,602.484.1924x97332,0301 Brandi Views,North Joseph,Indiana,26393,US,United States,AMER,English,Education,Silver,2021-10-18,True,MDM,POS,2021-10-18,2026-02-14 18:01:17.815451
9f66e091-eae3-4728-b326-7f220b590653,CUST00000047,Breanna,Hayes,Breanna Hayes,Female,1952-07-04,breanna.hayes714@yahoo.com,4759130315,173 Lopez Center Apt. 903,Sanchezview,Arkansas,49450,US,United States,AMER,English,Consumer,None,2018-02-07,True,MDM,POS,2018-02-07,2026-02-14 18:01:17.816337
90157ff4-7fa8-4a94-80cd-1c3bedebcad5,CUST00000048,Jennifer,Walton,Jennifer Walton,Male,1992-10-15,jennifer.walton@icloud.com,318.814.4316,7490 Rosales Ports Apt. 542,Loweborough,Arkansas,29376,US,United States,AMER,English,Consumer,Gold,2022-03-14,True,MDM,POS,2022-03-14,2026-02-14 18:01:17.817153
02789752-4427-4a14-af8a-f1de5dedc632,CUST00000049,京助,清水,京助 清水,Female,1972-12-17,京助.清水783@icloud.com,070-7304-5480,465 松本 Street,調布市,安房郡鋸南町,966-8791,JP,Japan,JAPAN,Japanese,Business,None,2022-07-01,True,MDM,POS,2022-07-01,2026-02-14 18:01:17.817914
e0b8e36d-ee64-4452-bebf-b0251bcd8404,CUST00000050,Elizabeth,White,Elizabeth White,Female,1976-04-26,elizabeth.white@gmail.com,802.592.9437,23684 Andrea Court,Jennifermouth,South Carolina,36179,US,United States,AMER,English,Business,Gold,2015-01-16,True,MDM,POS,2015-01-16,2026-02-14 18:01:17.818691
885dd339-cb43-4e2b-992c-268b047cc4e3,CUST00000051,丽华,赵,丽华 赵,Female,1950-10-16,丽华.赵@aol.com,13690287897,王路j座,宜都市,福州市,839211,CN,China,APAC,Chinese,Business,None,2022-01-24,True,MDM,POS,2022-01-24,2026-02-14 18:01:17.819555
312004ab-b269-4529-ac88-b42ed8e20331,CUST00000052,Brandon,Lawrence,Brandon Lawrence,Male,1990-10-25,brandon.lawrence@outlook.com,+1-967-872-7871x2412,8331 Davidson Ford,Zacharyland,Arkansas,73296,US,United States,AMER,English,Consumer,None,2019-07-20,True,MDM,POS,2019-07-20,2026-02-14 18:01:17.820488
f7ba462d-c08d-4ebe-86d5-c37025a87441,CUST00000053,Randy,Hunt,Randy Hunt,Male,1965-04-07,randy.hunt@icloud.com,(225)445-4895x748,7606 Bianca Common Apt. 877,New Tony,Nebraska,37279,US,United States,AMER,English,Business,Silver,2017-05-24,True,MDM,POS,2017-05-24,2026-02-14 18:01:17.821239
c857b460-3378-4cfa-b5af-2b50dc424720,CUST00000054,Robin,Novak,Robin Novak,Female,1997-01-26,robin.novak@icloud.com,(390)586-7259,3252 Rodriguez Pass,Mullenfort,Virginia,13991,US,United States,AMER,English,Business,None,2024-01-13,True,MDM,POS,2024-01-13,2026-02-14 18:01:17.822052
09055c06-e1e1-4d48-8a0f-04751f106f0e,CUST00000055,涼平,中川,涼平 中川,Male,1963-04-06,涼平.中川578@icloud.com,24-6113-2654,728 藤田 Street,印旛郡本埜村,府中市,054-2461,JP,Japan,JAPAN,Japanese,Consumer,Gold,2024-07-03,True,MDM,POS,2024-07-03,2026-02-14 18:01:17.822711
6b18f4bb-c664-4dfd-b7a0-18c478981128,CUST00000056,Aarnav,Dhillon,Aarnav Dhillon,Female,1985-09-06,aarnav.dhillon@aol.com,00781327931,"87/776
Mishra Marg",Shimoga,Chhattisgarh,860829,IN,India,APAC,Hindi,Consumer,Silver,2020-05-28,True,MDM,POS,2020-05-28,2026-02-14 18:01:17.823361
323c35c6-3617-4562-a334-290c1a6bfb70,CUST00000057,Patricia,Weber,Patricia Weber,Female,1980-04-18,patricia.weber@yahoo.com,001-312-348-0988x71464,9253 Adrian Spur Apt. 804,Devinton,Kansas,56396,US,United States,AMER,English,Consumer,None,2015-08-06,True,MDM,POS,2015-08-06,2026-02-14 18:01:17.824225
c07169d2-8f55-4e27-87f3-cc08641caa7e,CUST00000058,Bruce,Johnson,Bruce Johnson,Female,1972-07-23,bruce.johnson@yahoo.com,677.610.0965x0479,2370 Franklin Overpass,Port Garyville,Texas,56609,US,United States,AMER,English,Consumer,Silver,2022-12-30,True,MDM,POS,2022-12-30,2026-02-14 18:01:17.825009
9aef052e-216b-47bd-8839-c977df21901d,CUST00000059,Rebecca,Jennings,Rebecca Jennings,Male,1984-10-18,rebecca.jennings@icloud.com,211.256.8576x9690,62047 Karen Branch,Webbborough,Indiana,82225,US,United States,AMER,English,Business,Platinum,2021-10-13,True,MDM,POS,2021-10-13,2026-02-14 18:01:17.825771
4d498fae-2e16-4576-a7ae-3d4e8a1adb01,CUST00000060,James,Daniels,James Daniels,Male,2002-09-30,james.daniels597@outlook.com,278-867-2480x31252,5644 Franklin Causeway Apt. 677,Riverafort,Michigan,57060,US,United States,AMER,English,Consumer,None,2024-04-19,False,MDM,POS,2024-04-19,2026-02-14 18:01:17.826571
0de8a394-e034-4658-a47d-d8eb7509ccf8,CUST00000061,桂兰,黄,桂兰 黄,Male,2006-06-18,桂兰.黄389@icloud.com,15137642767,单路t座,济南市,丹丹市,981321,CN,China,APAC,Chinese,Consumer,None,2020-01-28,True,MDM,POS,2020-01-28,2026-02-14 18:01:17.827236
e3922956-faab-4327-9195-0bcbf5ec4ece,CUST00000062,Carole,Burgess,Carole Burgess,Male,1985-11-27,carole.burgess945@gmail.com,(0114) 4960601,407 Claire ford,Juliamouth,New Tomshire,DT84 9DZ,UK,United Kingdom,EMEA,English,Consumer,Silver,2019-07-15,True,MDM,POS,2019-07-15,2026-02-14 18:01:17.828422
1758fdb3-a225-497c-8e14-33ac4d4bd9f2,CUST00000063,翔太,鈴木,翔太 鈴木,Male,1980-12-13,翔太.鈴木623@yahoo.com,34-0150-9615,699 中村 Street,川崎市幸区,印西市,578-7326,JP,Japan,JAPAN,Japanese,Consumer,None,2023-04-09,True,MDM,POS,2023-04-09,2026-02-14 18:01:17.829047
2ed424e6-f99d-4a66-930e-563cf7eab385,CUST00000064,倩,王,倩 王,Male,1985-02-04,倩.王@outlook.com,15637892546,拉萨路F座,玉梅市,平市,622617,CN,China,APAC,Chinese,Business,None,2019-01-20,True,MDM,POS,2019-01-20,2026-02-14 18:01:17.829699
21e97a19-f0d1-4245-bea6-dbe55fceed82,CUST00000065,雷,孔,雷 孔,Male,1950-04-29,雷.孔@outlook.com,18973926104,谢街J座,岩县,红梅县,431689,CN,China,APAC,Chinese,Consumer,Silver,2024-02-23,True,MDM,POS,2024-02-23,2026-02-14 18:01:17.830346
5bfb4703-85d1-4c74-93fd-a46d93a195c1,CUST00000066,Amber,Jones,Amber Jones,Male,1953-09-26,amber.jones@icloud.com,(0909)8790643,"Flat 33q
Bradley glen",Lisamouth,Georgefurt,M4K 9GY,UK,United Kingdom,EMEA,English,Consumer,Silver,2017-07-15,True,MDM,POS,2017-07-15,2026-02-14 18:01:17.831026
21d70374-2d44-4ab2-9b40-1102a8012161,CUST00000067,翔太,高橋,翔太 高橋,Male,2004-07-08,翔太.高橋@outlook.com,090-6761-5141,221 吉田 Street,印旛郡印旛村,川崎市多摩区,176-5363,JP,Japan,JAPAN,Japanese,Consumer,Silver,2016-02-26,True,MDM,POS,2016-02-26,2026-02-14 18:01:17.831654
f511addf-2da5-45cc-b13d-51915de5e1eb,CUST00000068,Pedro,Harvey,Pedro Harvey,Female,2005-01-15,pedro.harvey@gmail.com,3893665498,435 Kaitlin Ridges,West Benjaminland,Florida,03745,US,United States,AMER,English,Consumer,None,2022-06-01,True,MDM,POS,2022-06-01,2026-02-14 18:01:17.832411
f136c503-4bdf-4eab-a470-20969efe5aa1,CUST00000069,Tanay,Vohra,Tanay Vohra,Female,1986-08-04,tanay.vohra@outlook.com,3123924674,"30, Kanda Nagar",Karnal,Madhya Pradesh,928724,IN,India,APAC,Hindi,Consumer,Silver,2015-03-10,True,MDM,POS,2015-03-10,2026-02-14 18:01:17.833019
45ff6d24-7466-49d1-a53d-12399be3ec0e,CUST00000070,Andre,Vargas,Andre Vargas,Female,2006-04-30,andre.vargas@outlook.com,001-865-367-7333x6500,24146 Jessica Fall,Port Randy,New Jersey,88327,US,United States,AMER,English,Consumer,None,2015-11-02,True,MDM,POS,2015-11-02,2026-02-14 18:01:17.833772
6c939948-efa1-44af-822e-e741526a2eae,CUST00000071,Eileen,Blackburn,Eileen Blackburn,Male,1951-12-29,eileen.blackburn109@gmail.com,+44161 496 0851,472 Jordan camp,Lesleybury,Port Joycefurt,E38 9XT,UK,United Kingdom,EMEA,English,Consumer,Gold,2021-03-06,True,MDM,POS,2021-03-06,2026-02-14 18:01:17.834731
554a761e-da57-47e0-ae77-2e2646dd38e1,CUST00000072,平,杜,平 杜,Male,1962-02-17,平.杜@gmail.com,15050911326,陈路F座,柳市,沈阳市,426029,CN,China,APAC,Chinese,Consumer,None,2020-06-24,True,MDM,POS,2020-06-24,2026-02-14 18:01:17.835581
eff65500-8f55-4ed1-a347-be6a74fe27b2,CUST00000073,Megan,Klein,Megan Klein,Male,1990-09-15,megan.klein@icloud.com,+1-837-400-7251,8186 Danny Street,Port Gary,Colorado,14395,US,United States,AMER,English,Consumer,Silver,2023-01-17,True,MDM,POS,2023-01-17,2026-02-14 18:01:17.836365
70a194de-2a7d-423d-8f93-3d99a63718c3,CUST00000074,Vidhi,Magar,Vidhi Magar,Female,1964-06-11,vidhi.magar@yahoo.com,08000603006,"060, Rana Nagar",Dharmavaram,Chhattisgarh,082013,IN,India,APAC,Hindi,Education,None,2016-09-12,True,MDM,POS,2016-09-12,2026-02-14 18:01:17.836994
0285fc75-15cd-45f7-a8bd-d2f31992e6c7,CUST00000075,洁,李,洁 李,Female,1984-04-03,洁.李@outlook.com,13443123568,龙街B座,六安市,涛县,915809,CN,China,APAC,Chinese,Consumer,None,2019-08-30,True,MDM,POS,2019-08-30,2026-02-14 18:01:17.837647
ce912d0e-98e4-47d0-9ec8-1b17d0d81c6b,CUST00000076,凤兰,杨,凤兰 杨,Male,1989-10-04,凤兰.杨@yahoo.com,15677405569,台北街a座,华市,慧县,734549,CN,China,APAC,Chinese,Consumer,None,2016-06-24,True,MDM,POS,2016-06-24,2026-02-14 18:01:17.838293
f3c08f12-dd66-44cf-9c3e-093f4401e139,CUST00000077,Benjamin,Singh,Benjamin Singh,Female,1959-07-14,benjamin.singh@gmail.com,(0191) 496 0189,33 Bates islands,Hussainborough,Lewisland,GY2 3PF,UK,United Kingdom,EMEA,English,Business,Silver,2016-10-23,True,MDM,POS,2016-10-23,2026-02-14 18:01:17.839035
20b056d8-58f9-4203-8b33-3f0dba15a1da,CUST00000078,Brandon,Salazar,Brandon Salazar,Male,1989-07-23,brandon.salazar@outlook.com,600-317-4912x62622,979 Thompson Ports Suite 671,Dariusmouth,Washington,90165,US,United States,AMER,English,Consumer,Silver,2020-02-07,True,MDM,POS,2020-02-07,2026-02-14 18:01:17.839824
20871de2-59e1-4ec2-80c5-a5f31785dda4,CUST00000079,Brandon,Petersen,Brandon Petersen,Female,1996-07-23,brandon.petersen@gmail.com,(669)433-0689x9143,98556 Oliver Flat Apt. 999,Lake Sandraburgh,Texas,94525,US,United States,AMER,English,Consumer,None,2023-02-24,True,MDM,POS,2023-02-24,2026-02-14 18:01:17.840615
76685d3a-2963-4d68-898c-9e1ce86ed308,CUST00000080,Dana,Hahn,Dana Hahn,Male,1992-05-26,dana.hahn@outlook.com,468-762-5573,79505 Figueroa Crescent,New Kelly,Oklahoma,59391,US,United States,AMER,English,Consumer,Platinum,2019-01-31,True,MDM,POS,2019-01-31,2026-02-14 18:01:17.841362
f70fe0b5-d481-4913-9cb9-1a121d44ed5b,CUST00000081,琳,孟,琳 孟,Female,1977-10-30,琳.孟@icloud.com,13411326236,殷街H座,娜县,武汉市,824015,CN,China,APAC,Chinese,Consumer,Gold,2017-09-24,True,MDM,POS,2017-09-24,2026-02-14 18:01:17.842037
